R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,country,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,red_win,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,B_Stance_unknown
Leslie Smith,Irene Aldana,255.0,-310.0,255.0,32.2581,2016-12-17, USA,False,Women's Bantamweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,135,1,0,0,41.4,0.354,0.0,0.0,0.0,1,3,10,0,0,0,1,1,0,0,2,175.26,167.64,135,34,28,1,0,-1,-2,3,-10,0,-1,0,0.0,5.08,6,-41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,380.0,164.0,1755.0,701.0,1000.0,200.0,1,True,False,False,True,False,False,False,False
Eddie Wineland,Takeya Mizugaki,-170.0,150.0,58.8235,150.0,2016-12-17, USA,False,Bantamweight,MALE,3,1,0,0,46.1538,0.38,0.0769,1.2308,0.328,5,5,34,0,0,3,4,1,0,0,8,170.18,172.72,135,0,1,0,39.0,0.266,0.0,0.2222,0.148,2,5,22,1,0,1,0,3,0,0,4,170.18,175.26,135,32,33,-1,-1,3,4,0,12,-1,-2,0,0.0,-2.54,-1,7.1538,0.0769,1.0085,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Red,KO/TKO,Punches,1.0,3:04,184.0,249.0,325.0,475.0,617.0,300.0,800.0,1,True,False,False,True,False,False,False,False
Hector Sandoval,Fredy Serrano,-125.0,105.0,80.0,105.0,2016-12-17, USA,False,Flyweight,MALE,3,1,0,0,15.0,0.387,0.0,2.6667,0.367,2,1,7,0,0,0,0,2,0,0,2,160.02,165.1,125,1,0,0,5.0,0.38,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,157.48,162.56,125,30,37,0,0,2,2,0,6,0,2,0,2.54,2.54,-7,10.0,0.0,2.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,205.0,251.0,483.0,1195.0,542.0,400.0,1,True,False,False,True,False,False,False,False
Bojan Velickovic,Sultan Aliev,-160.0,140.0,62.5,140.0,2016-12-17, USA,False,Welterweight,MALE,3,1,0,0,8.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,187.96,170,1,0,0,31.0,0.31,0.5,1.0,0.35,1,1,6,0,0,0,1,0,0,0,1,182.88,193.04,170,27,32,0,0,-1,-1,0,-5,0,0,0,-2.54,-5.08,-5,-23.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,170.0,315.0,454.0,915.0,550.0,467.0,0,False,True,False,True,False,False,False,False
Max Holloway,Anthony Pettis,-300.0,250.0,33.3333,250.0,2016-12-10, Canada,True,Featherweight,MALE,5,0,1,0,31.2,0.467,0.4,0.6,0.066,5,4,25,3,0,1,0,2,3,0,6,177.8,182.88,170,0,9,0,64.3333,0.426,0.4667,0.1333,0.133,9,3,37,0,0,1,4,5,2,0,12,180.34,175.26,155,25,29,0,-8,-4,-6,-1,-12,3,-3,1,-2.54,7.62,-4,-33.1333,-0.0667,0.4667,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Red,KO/TKO,Punches,3.0,4:50,890.0,140.0,425.0,700.0,625.0,260.0,650.0,1,True,False,False,True,False,False,False,False
Donald Cerrone,Matt Brown,-300.0,250.0,33.3333,250.0,2016-12-10, Canada,False,Welterweight,MALE,3,2,0,0,33.6818,0.559,1.0455,1.0455,0.396,7,9,50,0,0,0,2,9,2,0,13,182.88,190.5,170,0,3,0,43.0,0.497,0.4545,0.7727,0.339,8,4,45,1,0,0,6,7,5,0,18,185.42,185.42,155,33,35,-2,-3,-1,-5,-5,5,-1,2,-3,-2.54,5.08,-2,-9.3182,0.5909,0.2727,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Kick,3.0,0:34,634.0,220.0,550.0,225.0,1350.0,300.0,475.0,1,True,False,False,True,False,False,False,False
Cub Swanson,Dooho Choi,195.0,-235.0,195.0,42.5532,2016-12-10, Canada,False,Featherweight,MALE,3,0,3,0,10.6667,0.64,0.0,0.0,0.0,3,0,3,0,0,0,0,3,0,0,3,177.8,177.8,145,0,2,0,49.0,0.464,0.1818,0.6364,0.455,6,3,32,0,0,0,4,4,0,0,8,172.72,177.8,145,33,25,0,1,-3,-5,3,-29,0,-1,0,5.08,0.0,8,-38.3333,-0.1818,-0.6364,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,325.0,300.0,850.0,1150.0,775.0,100.0,1,True,False,False,True,False,False,False,False
Tim Kennedy,Kelvin Gastelum,-125.0,105.0,80.0,105.0,2016-12-10, Canada,False,Middleweight,MALE,3,0,1,0,50.6667,0.433,0.2222,1.0,0.351,5,2,24,1,0,2,2,1,2,0,7,175.26,180.34,185,1,0,0,37.0,0.453,0.25,1.75,0.238,3,1,12,0,0,0,2,1,0,0,3,180.34,187.96,185,37,25,1,1,2,4,-1,12,1,0,2,-5.08,-7.62,12,13.6667,-0.0278,-0.75,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,3.0,2:45,765.0,170.0,200.0,450.0,800.0,525.0,750.0,0,True,False,False,False,True,False,False,False
Jordan Mein,Emil Meek,-170.0,150.0,58.8235,150.0,2016-12-10, Canada,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,170,1,0,0,29.2,0.506,0.0,0.8,0.2,2,2,9,0,0,1,0,2,0,0,3,182.88,185.42,170,27,28,1,0,-2,-3,2,-9,0,-2,0,-2.54,2.54,-1,-29.2,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,385.0,600.0,900.0,1000.0,150.0,240.0,0,True,False,False,False,False,True,False,False
Nikita Krylov,Misha Cirkunov,-115.0,-105.0,86.9565,95.2381,2016-12-10, Canada,False,Light Heavyweight,MALE,3,0,3,0,33.3333,0.593,0.6667,2.3333,0.527,3,0,6,0,0,0,0,1,2,0,3,190.5,195.58,205,0,5,0,31.375,0.609,0.625,0.0,0.0,5,2,12,0,0,0,0,3,3,0,6,190.5,195.58,205,24,29,0,-2,-2,-3,2,-6,0,-2,-1,0.0,0.0,-5,1.9583,0.0417,2.3333,13.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Guillotine Choke,1.0,4:38,278.0,659.0,570.0,430.0,190.0,265.0,653.0,0,True,False,False,True,False,False,False,False
Olivier Aubin-Mercier,Drew Dober,-185.0,160.0,54.0541,160.0,2016-12-10, Canada,False,Lightweight,MALE,3,0,2,0,27.5714,0.319,0.1429,0.7143,0.05,2,4,14,0,0,0,1,1,1,0,3,172.72,177.8,155,0,1,0,36.8333,0.532,0.5,2.8333,0.332,3,2,17,1,0,0,1,0,3,0,4,175.26,177.8,155,27,28,0,1,-1,-1,-2,-3,-1,1,-2,-2.54,0.0,-1,-9.2619,-0.3571,-2.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,2.0,2:57,477.0,165.0,260.0,325.0,1265.0,941.0,735.0,1,False,True,False,False,True,False,False,False
Valerie Letourneau,Viviane Pereira,-120.0,100.0,83.3333,100.0,2016-12-10, Canada,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,154.94,160.02,115,2,0,0,78.8,0.402,0.4,0.8,0.44,3,2,17,1,0,1,2,0,0,0,3,170.18,172.72,115,33,23,2,0,-3,-3,2,-17,-1,0,0,-15.24,-12.7,10,-78.8,-0.4,-0.8,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,151.0,290.0,941.0,609.0,605.0,510.0,0,True,False,False,True,False,False,False,False
Mitch Gagnon,Matthew Lopez,-130.0,110.0,76.9231,110.0,2016-12-10, Canada,False,Bantamweight,MALE,3,1,0,0,14.0,0.41,2.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,135,1,0,0,28.1667,0.435,1.3333,0.8333,0.31,4,2,12,0,0,0,1,0,3,0,4,165.1,165.1,135,32,29,0,0,-4,-4,1,-9,0,0,-3,5.08,10.16,3,-14.1667,0.6667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,219.0,300.0,325.0,595.0,575.0,565.0,0,False,True,False,False,True,False,False,False
John Makdessi,Lando Vannata,135.0,-155.0,135.0,64.5161,2016-12-10, Canada,False,Lightweight,MALE,3,1,0,0,40.0,0.36,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,175.26,180.34,155,0,1,0,60.9167,0.46,0.0,0.0,0.0,3,5,29,0,0,1,3,3,0,0,7,172.72,172.72,155,31,24,-1,-1,-3,-7,4,-27,0,-3,0,2.54,7.62,7,-20.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Kick,1.0,1:40,100.0,307.0,280.0,1355.0,405.0,685.0,255.0,0,True,False,False,True,False,False,False,False
Jason Saggo,Rustam Khabilov,180.0,-220.0,180.0,45.4545,2016-12-10, Canada,False,Lightweight,MALE,3,0,3,0,23.875,0.371,0.125,3.5,0.456,3,2,21,0,0,0,4,1,0,1,6,172.72,185.42,155,0,2,0,26.75,0.48,0.0,2.25,0.383,2,1,8,0,0,1,0,2,0,0,3,180.34,180.34,155,31,30,0,1,1,3,-1,13,0,0,0,-7.62,5.08,1,-2.875,0.125,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,310.0,110.0,739.0,800.0,1040.0,520.0,0,True,False,False,True,False,False,False,False
Zach Makovsky,Dustin Ortiz,-130.0,110.0,76.9231,110.0,2016-12-10, Canada,False,Flyweight,MALE,3,2,0,0,45.25,0.45,0.125,2.125,0.279,2,4,24,0,0,2,0,2,0,0,4,165.1,165.1,125,2,0,0,30.5,0.443,0.1667,3.6667,0.343,2,3,18,0,0,0,3,0,0,0,3,162.56,162.56,125,33,27,0,0,0,1,-1,6,0,2,0,2.54,2.54,6,14.75,-0.0417,-1.5417,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,100.0,190.0,967.0,820.0,940.0,985.0,0,False,True,False,True,False,False,False,False
Derrick Lewis,Shamil Abdurakhimov,-250.0,210.0,40.0,210.0,2016-12-09, USA,False,Heavyweight,MALE,5,0,2,0,39.3333,0.437,0.0,0.3333,0.04,2,1,7,0,0,1,1,0,0,0,2,190.5,193.04,235,0,4,0,21.8889,0.597,0.0,0.3333,0.278,4,2,15,0,0,1,0,6,0,0,7,190.5,200.66,260,31,35,0,-2,-2,-5,1,-8,0,-6,0,0.0,-7.62,-4,17.4444,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,4.0,3:42,1122.0,950.0,800.0,1200.0,1000.0,-150.0,300.0,1,True,False,False,True,False,False,False,False
Francis Ngannou,Anthony Hamilton,-440.0,350.0,22.7273,350.0,2016-12-09, USA,False,Heavyweight,MALE,3,0,1,0,33.3333,0.597,0.0,1.3333,0.263,1,3,11,0,0,0,1,2,0,0,3,195.58,193.04,260,0,3,0,23.0,0.457,0.0,0.0,0.0,3,0,5,0,0,0,0,2,0,1,3,193.04,210.82,250,30,36,0,-2,-2,0,-3,6,0,-1,0,2.54,-17.78,-6,10.3333,0.0,1.3333,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Kimura,1.0,1:57,117.0,575.0,800.0,1200.0,1800.0,-240.0,725.0,1,True,False,False,True,False,False,False,False
Corey Anderson,Sean O'Connell,-400.0,325.0,25.0,325.0,2016-12-09, USA,False,Light Heavyweight,MALE,3,2,0,0,49.1667,0.48,0.3333,0.0,0.0,2,4,12,0,0,0,0,2,0,0,2,185.42,187.96,205,1,0,0,62.0,0.467,0.0,3.4286,0.526,3,2,19,1,0,0,4,1,0,0,5,190.5,200.66,205,27,33,-1,0,-1,-3,-2,-7,-1,1,0,-5.08,-12.7,-6,-12.8333,0.3333,-3.4286,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,2.0,2:36,456.0,140.0,725.0,850.0,1200.0,160.0,650.0,1,True,False,False,True,False,False,False,False
Gian Villante,Saparbeg Safarov,-190.0,165.0,52.6316,165.0,2016-12-09, USA,False,Light Heavyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,198.12,205,1,0,0,42.5,0.47,0.0,0.625,0.281,2,4,20,0,0,1,0,3,0,0,4,190.5,193.04,205,31,30,1,0,-2,-4,4,-20,0,-3,0,-5.08,5.08,1,-42.5,0.0,-0.625,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,2.0,2:54,474.0,325.0,800.0,900.0,1000.0,135.0,250.0,1,True,False,False,True,False,False,False,False
Justine Kish,Ashley Yoder,-230.0,190.0,43.4783,190.0,2016-12-09, USA,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,115,0,1,0,72.0,0.53,0.0,3.0,0.3,1,0,3,0,0,0,1,0,0,0,1,165.1,162.56,125,28,29,0,-1,-1,-1,0,-3,0,0,0,5.08,12.7,-1,-72.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,101.0,450.0,1185.0,485.0,461.0,1060.0,1,True,False,False,False,True,False,False,False
Randy Brown,Brian Camozzi,-150.0,130.0,66.6667,130.0,2016-12-09, USA,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,170,0,1,0,23.3333,0.453,1.0,0.6667,0.193,1,1,8,0,0,0,1,0,1,0,2,190.5,198.12,170,26,25,0,-1,-1,-2,1,-8,0,0,-1,-2.54,0.0,1,-23.3333,-1.0,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Knee,2.0,1:25,385.0,160.0,491.0,487.0,507.0,525.0,425.0,1,True,False,False,True,False,False,False,False
Joe Gigliotti,Gerald Meerschaert,170.0,-200.0,170.0,50.0,2016-12-09, USA,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,1,0,0,15.0,0.48,1.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,180.34,175.26,185,23,28,1,0,0,0,1,-3,0,0,0,5.08,20.32,-5,-15.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,unknown,unknown,0.0,unknown,0.0,648.0,211.0,400.0,250.0,710.0,600.0,0,True,False,False,False,True,False,False,False
Andrew Sanchez,Trevor Smith,-200.0,170.0,50.0,170.0,2016-12-09, USA,False,Middleweight,MALE,3,0,2,0,40.5714,0.563,0.8571,1.2857,0.244,2,3,17,0,0,1,3,0,0,0,4,190.5,190.5,185,0,1,0,31.0,0.72,0.0,6.0,0.5,1,0,3,1,0,0,1,0,0,0,1,185.42,187.96,185,28,35,0,1,1,3,-3,14,-1,0,0,5.08,2.54,-7,9.5714,0.8571,-4.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,178.0,420.0,627.0,485.0,250.0,1000.0,1,True,False,False,True,False,False,False,False
Tiago Trator,Shane Burgos,165.0,-190.0,165.0,52.6316,2016-12-09, USA,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,190.5,145,0,1,0,40.3333,0.46,0.3333,0.3333,0.083,1,1,7,0,0,1,1,0,0,0,2,175.26,177.8,145,29,25,0,-1,-1,-2,1,-7,0,0,0,5.08,12.7,4,-40.3333,-0.3333,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,unknown,unknown,0.0,unknown,0.0,335.0,283.0,761.0,571.0,585.0,220.0,0,True,False,False,True,False,False,False,False
Frankie Perez,Marc Diakiese,220.0,-260.0,220.0,38.4615,2016-12-09, USA,False,Lightweight,MALE,3,0,1,0,48.0,0.41,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,177.8,185.42,155,0,1,0,14.0,0.605,0.5,0.5,0.125,1,1,4,0,0,0,0,1,0,0,1,180.34,185.42,155,27,23,0,0,0,0,1,-2,0,0,0,-2.54,0.0,4,34.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,445.0,235.0,800.0,1075.0,1090.0,125.0,0,True,False,False,True,False,False,False,False
Keith Berish,Ryan Janes,130.0,-150.0,130.0,66.6667,2016-12-09, USA,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,185,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,205,31,35,1,0,0,0,1,-1,0,0,0,7.62,7.62,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,625.0,350.0,699.0,170.0,385.0,483.0,0,True,False,False,True,False,False,False,False
Juliana Lima,JJ Aldrich,-230.0,190.0,43.4783,190.0,2016-12-09, USA,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,125,1,0,0,26.5,0.485,0.0,1.25,0.33,2,2,12,0,0,0,2,0,0,0,2,165.1,165.1,115,34,24,1,0,-2,-2,2,-12,0,0,0,0.0,5.08,10,-26.5,0.0,-1.25,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,100.0,326.0,554.0,1375.0,450.0,915.0,1,True,False,False,False,True,False,False,False
Demetrious Johnson,Tim Elliott,-900.0,600.0,11.1111,600.0,2016-12-03, USA,True,Flyweight,MALE,5,3,0,0,56.3333,0.498,1.1667,3.1667,0.583,2,4,16,0,0,0,2,0,0,0,2,170.18,167.64,135,0,10,0,63.7143,0.534,0.4286,4.2143,0.416,10,2,51,10,0,1,6,2,3,0,12,160.02,167.64,125,30,29,-3,-10,-8,-10,-2,-35,-10,-2,-3,10.16,0.0,1,-7.381,0.7381,-1.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,5.0,5:00,1500.0,150.0,1400.0,185.0,2000.0,259.0,1600.0,1,True,False,False,False,True,False,False,False
Joseph Benavidez,Henry Cejudo,-200.0,163.0,50.0,163.0,2016-12-03, USA,False,Flyweight,MALE,3,1,0,0,46.6,0.438,0.2,2.0,0.514,4,1,13,1,0,1,3,0,0,0,4,162.56,162.56,135,0,5,0,45.6923,0.358,0.3077,1.0769,0.216,5,2,33,2,0,0,7,3,1,0,11,162.56,165.1,125,32,29,-1,-5,-1,-7,1,-20,-1,-3,-1,0.0,-2.54,3,0.9077,-0.1077,0.9231,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,150.0,220.0,425.0,1800.0,425.0,950.0,1,False,True,False,True,False,False,False,False
Jake Ellenberger,Jorge Masvidal,175.0,-210.0,175.0,47.619,2016-12-03, USA,False,Welterweight,MALE,3,0,1,0,57.6364,0.493,0.6364,1.3636,0.45,3,4,32,0,0,0,5,1,1,0,7,180.34,187.96,170,0,1,0,21.8824,0.407,0.2353,1.2941,0.4,6,7,36,0,0,1,2,5,1,1,10,175.26,180.34,170,31,32,0,0,-3,-3,3,-4,0,-5,0,5.08,7.62,-1,35.754,0.4011,0.0695,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,1.0,4:05,245.0,475.0,160.0,1100.0,500.0,550.0,200.0,0,True,False,False,True,False,False,False,False
